ReviewText,Rating,SentimentLabel,ProductCategory,ReviewDate,ReviewerInformation,Cleaned_Review
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",2,Negative,Books,2022-12-19,Rhonda4280,book okay favorite genre would recommend anyone
The material is average but wearable.,2,Negative,Clothing,2022-01-15,Andrew7388,material average wearable
"The book is okay, but not my favorite genre.",5,Positive,Books,2022-09-01,Jonathan6455,book okay favorite genre
This product works perfectly. Highly recommended! Would definitely consider buying again!,1,Negative,Electronics,2016-01-20,Caitlin8907,product works perfectly highly recommended would definitely consider buying
Terrible fit and poor quality fabric.,5,Positive,Clothing,2022-05-01,Ian9483,terrible fit poor quality fabric
Fits perfectly and looks great! Would definitely consider buying again!,3,Neutral,Clothing,2020-08-06,Robert7806,fits perfectly looks great would definitely consider buying
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",2,Negative,Books,2015-03-15,Craig1380,plot boring writing subpar would recommend anyone
This product works perfectly. Highly recommended!,2,Negative,Electronics,2020-01-19,Donald6491,product works perfectly highly recommended
"The plot was boring, and the writing was subpar.",3,Neutral,Books,2018-06-13,Shannon8938,plot boring writing subpar
"The plot was boring, and the writing was subpar.",2,Negative,Books,2023-10-16,Brett3157,plot boring writing subpar
The material is average but wearable.,2,Negative,Clothing,2019-10-12,Gregory2431,material average wearable
The material is average but wearable. I would not recommend this to anyone.,4,Positive,Clothing,2019-06-14,Thomas2677,material average wearable would recommend anyone
"The plot was boring, and the writing was subpar.",5,Positive,Books,2023-11-08,Claire6133,plot boring writing subpar
Fits perfectly and looks great! Would definitely consider buying again!,3,Neutral,Clothing,2023-03-01,Richard5537,fits perfectly looks great would definitely consider buying
Fits perfectly and looks great!.,5,Positive,Clothing,2022-12-05,Vanessa6003,fits perfectly looks great
Terrible fit and poor quality fabric. I would not recommend this to anyone.,4,Positive,Clothing,2022-11-25,Ashley1691,terrible fit poor quality fabric would recommend anyone
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",4,Positive,Books,2020-09-11,Justin8983,book okay favorite genre would recommend anyone
The material is average but wearable.,1,Negative,Clothing,2019-08-31,Ernest9911,material average wearable
The material is average but wearable.,4,Positive,Clothing,2017-04-09,Dennis8846,material average wearable
The device is fine but nothing exceptional.,3,Neutral,Electronics,2016-01-22,Laura9890,device fine nothing exceptional
The material is average but wearable. I would not recommend this to anyone.,4,Positive,Clothing,2021-08-29,Joshua9120,material average wearable would recommend anyone
It stopped working after a week. Really disappointed.,5,Positive,Electronics,2017-11-26,Jean9334,stopped working week really disappointed
This product works perfectly.,1,Negative,Electronics,2018-03-01,Gilbert2709,product works perfectly
It stopped working after a week. Really disappointed.,5,Positive,Electronics,2018-11-16,Wendy5680,stopped working week really disappointed
This product works perfectly.,5,Positive,Electronics,2020-04-21,Willie3614,product works perfectly
This product works perfectly. Highly recommended! Would definitely consider buying again!,5,Positive,Electronics,2016-03-11,Bradley1605,product works perfectly highly recommended would definitely consider buying
The material is average but wearable. I would not recommend this to anyone.,3,Neutral,Clothing,2019-04-26,Natasha6922,material average wearable would recommend anyone
The device is fine but nothing exceptional. I would not recommend this to anyone.,1,Negative,Electronics,2019-02-03,Troy2672,device fine nothing exceptional would recommend anyone
This product works perfectly.,3,Neutral,Electronics,2020-04-25,Morgan6361,product works perfectly
The material is average but wearable. I would not recommend this to anyone.,1,Negative,Clothing,2015-08-08,Louis5889,material average wearable would recommend anyone
This product works perfectly. Highly recommended! Would definitely consider buying again!,5,Positive,Electronics,2023-09-20,Russell7391,product works perfectly highly recommended would definitely consider buying
Terrible fit and poor quality fabric.,3,Neutral,Clothing,2020-09-13,Joshua7068,terrible fit poor quality fabric
Fits perfectly and looks great!.,4,Positive,Clothing,2017-09-23,Arthur7017,fits perfectly looks great
The material is average but wearable.,2,Negative,Clothing,2019-05-16,Kellie2165,material average wearable
Fits perfectly and looks great!,2,Negative,Clothing,2021-10-31,Jennifer3018,fits perfectly looks great
Terrible fit and poor quality fabric.,4,Positive,Clothing,2017-03-31,Timothy5976,terrible fit poor quality fabric
The device is fine but nothing exceptional.,3,Neutral,Electronics,2016-04-22,Stephanie6524,device fine nothing exceptional
"The book is okay, but not my favorite genre.",4,Positive,Books,2017-01-22,Connie3347,book okay favorite genre
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",3,Neutral,Books,2021-01-18,Anthony5800,plot boring writing subpar would recommend anyone
The material is average but wearable. I would not recommend this to anyone.,5,Positive,Clothing,2018-11-13,Laura9031,material average wearable would recommend anyone
This product works perfectly.,3,Neutral,Electronics,2021-09-10,Susan2944,product works perfectly
It stopped working after a week. Really disappointed.,5,Positive,Electronics,2022-04-20,Jamie5750,stopped working week really disappointed
This product works perfectly. Highly recommended! Would definitely consider buying again!,5,Positive,Electronics,2023-02-28,Shannon4932,product works perfectly highly recommended would definitely consider buying
"The plot was boring, and the writing was subpar.",1,Negative,Books,2022-10-06,Samuel9704,plot boring writing subpar
The material is average but wearable. I would not recommend this to anyone.,2,Negative,Clothing,2018-01-05,Kelly3500,material average wearable would recommend anyone
The material is average but wearable.,3,Neutral,Clothing,2022-08-29,Leah8726,material average wearable
This product works perfectly. Highly recommended! Would definitely consider buying again!,3,Neutral,Electronics,2023-02-16,Teresa6059,product works perfectly highly recommended would definitely consider buying
Terrible fit and poor quality fabric. I would not recommend this to anyone.,4,Positive,Clothing,2017-09-11,Blake9375,terrible fit poor quality fabric would recommend anyone
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,2,Negative,Books,2017-06-11,Linda5558,amazing read gripping story loved would definitely consider buying
The device is fine but nothing exceptional.,3,Neutral,Electronics,2022-12-04,Danielle8813,device fine nothing exceptional
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",5,Positive,Books,2020-09-17,Samantha9998,plot boring writing subpar would recommend anyone
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",4,Positive,Books,2015-10-08,Jacqueline9823,plot boring writing subpar would recommend anyone
"The book is okay, but not my favorite genre.",5,Positive,Books,2019-04-21,Richard4514,book okay favorite genre
"The book is okay, but not my favorite genre.",4,Positive,Books,2020-06-12,Brittany9666,book okay favorite genre
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",5,Positive,Books,2023-03-11,Brandon9055,plot boring writing subpar would recommend anyone
This product works perfectly. Highly recommended! Would definitely consider buying again!,5,Positive,Electronics,2023-02-01,Jacob9219,product works perfectly highly recommended would definitely consider buying
This product works perfectly. Highly recommended! Would definitely consider buying again!,1,Negative,Electronics,2022-06-10,Karen1861,product works perfectly highly recommended would definitely consider buying
It stopped working after a week.,2,Negative,Electronics,2019-01-19,Angela6344,stopped working week
This product works perfectly. Highly recommended! Would definitely consider buying again!,3,Neutral,Electronics,2023-09-24,Katie4790,product works perfectly highly recommended would definitely consider buying
The material is average but wearable. I would not recommend this to anyone.,3,Neutral,Clothing,2018-04-22,Michelle8624,material average wearable would recommend anyone
Terrible fit and poor quality fabric.,1,Negative,Clothing,2021-03-07,Juan8341,terrible fit poor quality fabric
An amazing read with a gripping story. Loved it!,5,Positive,Books,2021-01-25,Gail7296,amazing read gripping story loved
Terrible fit and poor quality fabric.,3,Neutral,Clothing,2020-12-14,Vicki7657,terrible fit poor quality fabric
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",2,Negative,Books,2020-05-10,Miranda1656,book okay favorite genre would recommend anyone
The device is fine but nothing exceptional.,2,Negative,Electronics,2019-05-15,Troy9102,device fine nothing exceptional
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",4,Positive,Books,2018-03-09,James1690,book okay favorite genre would recommend anyone
The material is average but wearable. I would not recommend this to anyone.,2,Negative,Clothing,2023-02-11,Steven6691,material average wearable would recommend anyone
"The plot was boring, and the writing was subpar.",5,Positive,Books,2016-10-25,Aaron7303,plot boring writing subpar
The material is average but wearable.,1,Negative,Clothing,2021-07-22,John8733,material average wearable
"The book is okay, but not my favorite genre.",4,Positive,Books,2019-08-30,Cody3331,book okay favorite genre
Terrible fit and poor quality fabric.,2,Negative,Clothing,2021-06-02,James9370,terrible fit poor quality fabric
Terrible fit and poor quality fabric.,5,Positive,Clothing,2023-05-05,Jason6610,terrible fit poor quality fabric
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",5,Positive,Books,2020-12-30,Brandon7561,plot boring writing subpar would recommend anyone
It stopped working after a week. Really disappointed.,3,Neutral,Electronics,2022-06-27,Amy9677,stopped working week really disappointed
Fits perfectly and looks great!.,1,Negative,Clothing,2017-05-14,Albert8993,fits perfectly looks great
It stopped working after a week. Really disappointed.,3,Neutral,Electronics,2018-01-17,Sarah5045,stopped working week really disappointed
Fits perfectly and looks great! Would definitely consider buying again!,4,Positive,Clothing,2019-12-15,Tyler9105,fits perfectly looks great would definitely consider buying
The device is fine but nothing exceptional.,5,Positive,Electronics,2020-10-30,Michael7598,device fine nothing exceptional
It stopped working after a week. Really disappointed.,3,Neutral,Electronics,2016-04-11,Peggy2667,stopped working week really disappointed
An amazing read with a gripping story.,1,Negative,Books,2023-01-01,Luke4559,amazing read gripping story
This product works perfectly. Highly recommended!,1,Negative,Electronics,2021-04-28,Charles1156,product works perfectly highly recommended
The material is average but wearable.,3,Neutral,Clothing,2019-05-16,David2505,material average wearable
The device is fine but nothing exceptional.,1,Negative,Electronics,2015-04-19,Randy4685,device fine nothing exceptional
The device is fine but nothing exceptional. I would not recommend this to anyone.,1,Negative,Electronics,2015-02-20,Karen3776,device fine nothing exceptional would recommend anyone
Terrible fit and poor quality fabric.,5,Positive,Clothing,2018-07-11,Sarah4534,terrible fit poor quality fabric
It stopped working after a week. Really disappointed.,2,Negative,Electronics,2018-01-24,Adam7477,stopped working week really disappointed
The device is fine but nothing exceptional.,4,Positive,Electronics,2016-11-17,Jermaine6134,device fine nothing exceptional
The material is average but wearable. I would not recommend this to anyone.,5,Positive,Clothing,2015-08-12,Christopher7120,material average wearable would recommend anyone
An amazing read with a gripping story. Loved it!,5,Positive,Books,2023-06-20,Ashley4749,amazing read gripping story loved
It stopped working after a week. Really disappointed.,4,Positive,Electronics,2019-10-06,Ricardo5956,stopped working week really disappointed
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",3,Neutral,Books,2020-03-04,Steven4767,plot boring writing subpar would recommend anyone
The material is average but wearable.,2,Negative,Clothing,2022-09-07,Tammy3194,material average wearable
The device is fine but nothing exceptional.,5,Positive,Electronics,2015-09-16,Richard6860,device fine nothing exceptional
"The plot was boring, and the writing was subpar.",2,Negative,Books,2017-04-12,Kimberly4805,plot boring writing subpar
Fits perfectly and looks great! Would definitely consider buying again!,1,Negative,Clothing,2020-05-11,Teresa7202,fits perfectly looks great would definitely consider buying
"The plot was boring, and the writing was subpar.",1,Negative,Books,2020-05-14,Michael2675,plot boring writing subpar
"The plot was boring, and the writing was subpar.",5,Positive,Books,2016-09-13,Christine6782,plot boring writing subpar
The device is fine but nothing exceptional.,1,Negative,Electronics,2022-06-25,Joseph8953,device fine nothing exceptional
It stopped working after a week. Really disappointed.,5,Positive,Electronics,2020-10-17,Katie1223,stopped working week really disappointed
The device is fine but nothing exceptional. I would not recommend this to anyone.,3,Neutral,Electronics,2015-04-11,Matthew8278,device fine nothing exceptional would recommend anyone
"The plot was boring, and the writing was subpar.",5,Positive,Books,2021-06-14,Janet8531,plot boring writing subpar
The device is fine but nothing exceptional. I would not recommend this to anyone.,1,Negative,Electronics,2015-01-12,Justin8680,device fine nothing exceptional would recommend anyone
An amazing read with a gripping story.,2,Negative,Books,2022-04-16,Alex9512,amazing read gripping story
Fits perfectly and looks great!.,4,Positive,Clothing,2018-10-03,David4998,fits perfectly looks great
This product works perfectly. Highly recommended! Would definitely consider buying again!,5,Positive,Electronics,2017-11-02,Johnny3564,product works perfectly highly recommended would definitely consider buying
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",5,Positive,Books,2019-01-18,Christopher5712,book okay favorite genre would recommend anyone
This product works perfectly. Highly recommended!,2,Negative,Electronics,2019-08-30,Paul7195,product works perfectly highly recommended
It stopped working after a week. Really disappointed.,5,Positive,Electronics,2016-02-27,Anthony9193,stopped working week really disappointed
Terrible fit and poor quality fabric. I would not recommend this to anyone.,5,Positive,Clothing,2020-01-20,Gregory2159,terrible fit poor quality fabric would recommend anyone
"The plot was boring, and the writing was subpar.",5,Positive,Books,2015-10-13,Mary2486,plot boring writing subpar
This product works perfectly. Highly recommended! Would definitely consider buying again!,4,Positive,Electronics,2018-02-16,Eric3906,product works perfectly highly recommended would definitely consider buying
Terrible fit and poor quality fabric.,1,Negative,Clothing,2023-05-29,Brian7384,terrible fit poor quality fabric
The material is average but wearable. I would not recommend this to anyone.,3,Neutral,Clothing,2015-05-04,Maria2780,material average wearable would recommend anyone
This product works perfectly.,5,Positive,Electronics,2018-02-19,Cody5653,product works perfectly
Terrible fit and poor quality fabric.,4,Positive,Clothing,2019-08-23,Brett6269,terrible fit poor quality fabric
It stopped working after a week. Really disappointed.,5,Positive,Electronics,2019-05-15,Craig9201,stopped working week really disappointed
An amazing read with a gripping story.,3,Neutral,Books,2019-06-11,Gregory6311,amazing read gripping story
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,3,Neutral,Books,2019-06-17,Angela5977,amazing read gripping story loved would definitely consider buying
"The book is okay, but not my favorite genre.",5,Positive,Books,2015-02-05,Roger7049,book okay favorite genre
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",4,Positive,Books,2018-09-15,Matthew1469,book okay favorite genre would recommend anyone
"The book is okay, but not my favorite genre.",4,Positive,Books,2019-09-17,Bruce1600,book okay favorite genre
Terrible fit and poor quality fabric.,5,Positive,Clothing,2020-03-12,Michael3490,terrible fit poor quality fabric
"The book is okay, but not my favorite genre.",2,Negative,Books,2018-07-10,Alicia5291,book okay favorite genre
"The plot was boring, and the writing was subpar.",4,Positive,Books,2023-01-07,Kelly9219,plot boring writing subpar
It stopped working after a week.,2,Negative,Electronics,2019-01-26,Jessica5251,stopped working week
The material is average but wearable.,2,Negative,Clothing,2019-07-29,Cheryl8704,material average wearable
An amazing read with a gripping story.,1,Negative,Books,2016-04-14,Sarah6730,amazing read gripping story
The material is average but wearable.,2,Negative,Clothing,2022-05-18,Kathy3703,material average wearable
Fits perfectly and looks great! Would definitely consider buying again!,4,Positive,Clothing,2019-10-10,Marvin1660,fits perfectly looks great would definitely consider buying
An amazing read with a gripping story. Loved it!,3,Neutral,Books,2017-06-17,Caleb8917,amazing read gripping story loved
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,2,Negative,Electronics,2023-04-28,Dana1767,stopped working week really disappointed would recommend anyone
It stopped working after a week. Really disappointed.,2,Negative,Electronics,2015-11-03,Kathryn7328,stopped working week really disappointed
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,3,Neutral,Electronics,2022-09-10,Lauren4722,stopped working week really disappointed would recommend anyone
An amazing read with a gripping story. Loved it!,3,Neutral,Books,2015-08-15,Annette4281,amazing read gripping story loved
This product works perfectly. Highly recommended! Would definitely consider buying again!,5,Positive,Electronics,2019-12-29,Dana9757,product works perfectly highly recommended would definitely consider buying
Terrible fit and poor quality fabric.,2,Negative,Clothing,2020-04-09,Christian3153,terrible fit poor quality fabric
The device is fine but nothing exceptional. I would not recommend this to anyone.,2,Negative,Electronics,2018-12-24,Eric2076,device fine nothing exceptional would recommend anyone
The material is average but wearable.,2,Negative,Clothing,2016-12-11,Tamara4485,material average wearable
The device is fine but nothing exceptional.,2,Negative,Electronics,2023-05-22,Juan9478,device fine nothing exceptional
"The book is okay, but not my favorite genre.",3,Neutral,Books,2020-02-11,Shannon3630,book okay favorite genre
It stopped working after a week. Really disappointed.,4,Positive,Electronics,2020-09-21,Russell9419,stopped working week really disappointed
"The plot was boring, and the writing was subpar.",3,Neutral,Books,2022-03-30,Joseph4008,plot boring writing subpar
An amazing read with a gripping story. Loved it!,5,Positive,Books,2016-07-03,Frank8796,amazing read gripping story loved
This product works perfectly.,3,Neutral,Electronics,2016-12-24,Dana2485,product works perfectly
It stopped working after a week. Really disappointed.,5,Positive,Electronics,2021-04-20,Brittany2587,stopped working week really disappointed
Fits perfectly and looks great! Would definitely consider buying again!,2,Negative,Clothing,2019-11-20,Jennifer8591,fits perfectly looks great would definitely consider buying
Terrible fit and poor quality fabric. I would not recommend this to anyone.,5,Positive,Clothing,2017-08-30,Carol7665,terrible fit poor quality fabric would recommend anyone
It stopped working after a week. Really disappointed.,3,Neutral,Electronics,2020-07-13,Sherri3823,stopped working week really disappointed
The material is average but wearable.,5,Positive,Clothing,2016-11-01,Sarah3591,material average wearable
Fits perfectly and looks great! Would definitely consider buying again!,5,Positive,Clothing,2020-10-28,Nathan6639,fits perfectly looks great would definitely consider buying
It stopped working after a week. Really disappointed.,5,Positive,Electronics,2023-01-01,Stacey5266,stopped working week really disappointed
The material is average but wearable.,2,Negative,Clothing,2016-11-02,Sarah7181,material average wearable
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",1,Negative,Books,2022-10-11,Zachary8112,plot boring writing subpar would recommend anyone
Fits perfectly and looks great!,3,Neutral,Clothing,2023-05-03,Theresa2668,fits perfectly looks great
An amazing read with a gripping story. Loved it!,1,Negative,Books,2019-12-04,Shelia4507,amazing read gripping story loved
"The plot was boring, and the writing was subpar.",5,Positive,Books,2015-08-29,Thomas3861,plot boring writing subpar
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",3,Neutral,Books,2019-10-13,Thomas9462,book okay favorite genre would recommend anyone
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,4,Positive,Books,2018-05-16,Donald2883,amazing read gripping story loved would definitely consider buying
It stopped working after a week. Really disappointed.,5,Positive,Electronics,2018-05-13,Scott3547,stopped working week really disappointed
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",5,Positive,Books,2015-05-01,James2508,book okay favorite genre would recommend anyone
It stopped working after a week.,2,Negative,Electronics,2019-04-27,Adam7394,stopped working week
Terrible fit and poor quality fabric. I would not recommend this to anyone.,1,Negative,Clothing,2017-04-14,Robert8905,terrible fit poor quality fabric would recommend anyone
It stopped working after a week.,4,Positive,Electronics,2022-12-31,Danielle7551,stopped working week
"The plot was boring, and the writing was subpar.",3,Neutral,Books,2017-05-29,Carly5744,plot boring writing subpar
An amazing read with a gripping story.,5,Positive,Books,2015-02-26,Andrew6189,amazing read gripping story
This product works perfectly. Highly recommended! Would definitely consider buying again!,2,Negative,Electronics,2018-09-21,Kendra7680,product works perfectly highly recommended would definitely consider buying
The material is average but wearable.,3,Neutral,Clothing,2021-08-03,Heather5309,material average wearable
This product works perfectly. Highly recommended! Would definitely consider buying again!,1,Negative,Electronics,2016-12-02,Aaron5626,product works perfectly highly recommended would definitely consider buying
This product works perfectly.,4,Positive,Electronics,2018-02-04,Matthew8271,product works perfectly
"The book is okay, but not my favorite genre.",4,Positive,Books,2019-02-25,Bruce3306,book okay favorite genre
It stopped working after a week.,1,Negative,Electronics,2016-06-19,Cory7651,stopped working week
An amazing read with a gripping story. Loved it!,5,Positive,Books,2015-01-17,Michael3870,amazing read gripping story loved
This product works perfectly. Highly recommended! Would definitely consider buying again!,2,Negative,Electronics,2018-02-26,Sara1334,product works perfectly highly recommended would definitely consider buying
"The book is okay, but not my favorite genre.",4,Positive,Books,2018-08-29,Jennifer5679,book okay favorite genre
The material is average but wearable.,4,Positive,Clothing,2018-11-25,Diana3669,material average wearable
The device is fine but nothing exceptional. I would not recommend this to anyone.,1,Negative,Electronics,2020-11-24,Darin5273,device fine nothing exceptional would recommend anyone
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",3,Neutral,Books,2023-12-28,William9119,plot boring writing subpar would recommend anyone
"The book is okay, but not my favorite genre.",2,Negative,Books,2015-12-17,Kathryn4985,book okay favorite genre
The device is fine but nothing exceptional.,3,Neutral,Electronics,2019-10-20,Vanessa7075,device fine nothing exceptional
The device is fine but nothing exceptional.,5,Positive,Electronics,2022-03-25,Stacy1873,device fine nothing exceptional
Terrible fit and poor quality fabric. I would not recommend this to anyone.,2,Negative,Clothing,2019-06-07,Karen4547,terrible fit poor quality fabric would recommend anyone
The material is average but wearable.,5,Positive,Clothing,2015-03-22,Daniel9912,material average wearable
The material is average but wearable.,5,Positive,Clothing,2018-12-10,Kelly2943,material average wearable
Fits perfectly and looks great! Would definitely consider buying again!,3,Neutral,Clothing,2015-03-20,Oscar1515,fits perfectly looks great would definitely consider buying
The material is average but wearable.,2,Negative,Clothing,2022-10-30,Cory9282,material average wearable
An amazing read with a gripping story.,3,Neutral,Books,2015-04-30,Dustin1686,amazing read gripping story
The material is average but wearable. I would not recommend this to anyone.,4,Positive,Clothing,2015-12-28,Nicholas3084,material average wearable would recommend anyone
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",2,Negative,Books,2023-06-06,Mark9875,plot boring writing subpar would recommend anyone
The material is average but wearable.,1,Negative,Clothing,2023-06-16,Teresa2354,material average wearable
It stopped working after a week. Really disappointed.,2,Negative,Electronics,2023-03-23,Shannon3807,stopped working week really disappointed
It stopped working after a week.,3,Neutral,Electronics,2019-01-13,Zachary9056,stopped working week
The material is average but wearable.,5,Positive,Clothing,2016-06-26,Brittany7761,material average wearable
"The book is okay, but not my favorite genre.",4,Positive,Books,2022-06-26,Dalton8830,book okay favorite genre
Fits perfectly and looks great!,4,Positive,Clothing,2021-09-02,Nathan8183,fits perfectly looks great
It stopped working after a week.,1,Negative,Electronics,2022-01-22,Casey2757,stopped working week
Terrible fit and poor quality fabric. I would not recommend this to anyone.,4,Positive,Clothing,2023-04-20,Stephen1094,terrible fit poor quality fabric would recommend anyone
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",4,Positive,Books,2021-07-13,Kathy9282,plot boring writing subpar would recommend anyone
Terrible fit and poor quality fabric. I would not recommend this to anyone.,2,Negative,Clothing,2016-09-10,Steven1140,terrible fit poor quality fabric would recommend anyone
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",3,Neutral,Books,2020-06-03,Michael6298,book okay favorite genre would recommend anyone
"The book is okay, but not my favorite genre.",4,Positive,Books,2017-10-12,Keith8016,book okay favorite genre
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",1,Negative,Books,2017-03-10,Barry6553,book okay favorite genre would recommend anyone
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",1,Negative,Books,2021-02-10,Stacy4799,book okay favorite genre would recommend anyone
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",5,Positive,Books,2020-06-28,Robert9543,book okay favorite genre would recommend anyone
An amazing read with a gripping story. Loved it!,3,Neutral,Books,2023-10-16,Wendy7954,amazing read gripping story loved
Terrible fit and poor quality fabric.,2,Negative,Clothing,2022-04-28,Michael1110,terrible fit poor quality fabric
The material is average but wearable.,5,Positive,Clothing,2022-04-27,Shelby5674,material average wearable
"The book is okay, but not my favorite genre.",1,Negative,Books,2022-12-10,David9537,book okay favorite genre
"The plot was boring, and the writing was subpar.",1,Negative,Books,2016-03-29,Steven2830,plot boring writing subpar
"The plot was boring, and the writing was subpar.",3,Neutral,Books,2016-06-24,Ann6007,plot boring writing subpar
It stopped working after a week.,3,Neutral,Electronics,2016-12-18,Deborah5272,stopped working week
The device is fine but nothing exceptional.,2,Negative,Electronics,2022-07-01,Veronica7145,device fine nothing exceptional
The device is fine but nothing exceptional.,4,Positive,Electronics,2016-01-13,Monica4450,device fine nothing exceptional
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,2,Negative,Electronics,2023-09-15,Rebecca8383,stopped working week really disappointed would recommend anyone
The material is average but wearable.,3,Neutral,Clothing,2016-05-31,Reginald7858,material average wearable
The device is fine but nothing exceptional. I would not recommend this to anyone.,2,Negative,Electronics,2020-01-09,Kelly5235,device fine nothing exceptional would recommend anyone
The device is fine but nothing exceptional.,3,Neutral,Electronics,2021-10-28,Kevin8449,device fine nothing exceptional
This product works perfectly. Highly recommended!,4,Positive,Electronics,2023-08-26,Deborah3029,product works perfectly highly recommended
"The plot was boring, and the writing was subpar.",5,Positive,Books,2017-03-16,Caitlin5909,plot boring writing subpar
It stopped working after a week. Really disappointed.,3,Neutral,Electronics,2020-06-26,Bryce4284,stopped working week really disappointed
Fits perfectly and looks great!,5,Positive,Clothing,2023-06-27,Dennis8116,fits perfectly looks great
"The book is okay, but not my favorite genre.",3,Neutral,Books,2017-11-20,Ernest3424,book okay favorite genre
Fits perfectly and looks great!,3,Neutral,Clothing,2016-08-19,Craig4619,fits perfectly looks great
This product works perfectly. Highly recommended! Would definitely consider buying again!,3,Neutral,Electronics,2018-10-06,Jessica6197,product works perfectly highly recommended would definitely consider buying
The material is average but wearable.,4,Positive,Clothing,2021-10-15,Tyler7131,material average wearable
The device is fine but nothing exceptional.,3,Neutral,Electronics,2021-04-15,Kathy9656,device fine nothing exceptional
Fits perfectly and looks great!,3,Neutral,Clothing,2019-08-29,Ricky4022,fits perfectly looks great
The material is average but wearable.,1,Negative,Clothing,2019-08-30,Ryan8006,material average wearable
This product works perfectly. Highly recommended! Would definitely consider buying again!,1,Negative,Electronics,2017-12-29,Robert9217,product works perfectly highly recommended would definitely consider buying
Terrible fit and poor quality fabric. I would not recommend this to anyone.,1,Negative,Clothing,2020-05-09,Annette9723,terrible fit poor quality fabric would recommend anyone
Fits perfectly and looks great! Would definitely consider buying again!,1,Negative,Clothing,2016-01-16,Melissa8981,fits perfectly looks great would definitely consider buying
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",5,Positive,Books,2016-10-04,Jacob5489,book okay favorite genre would recommend anyone
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,2,Negative,Books,2021-10-16,Michael3224,amazing read gripping story loved would definitely consider buying
"The plot was boring, and the writing was subpar.",5,Positive,Books,2018-05-10,Bryan4138,plot boring writing subpar
Terrible fit and poor quality fabric. I would not recommend this to anyone.,1,Negative,Clothing,2021-02-13,Nicole7615,terrible fit poor quality fabric would recommend anyone
An amazing read with a gripping story.,5,Positive,Books,2019-09-19,Matthew9285,amazing read gripping story
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",5,Positive,Books,2017-10-23,Alex4581,book okay favorite genre would recommend anyone
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",5,Positive,Books,2016-10-18,Jason7647,book okay favorite genre would recommend anyone
The material is average but wearable.,3,Neutral,Clothing,2018-08-05,Katherine4394,material average wearable
The material is average but wearable. I would not recommend this to anyone.,5,Positive,Clothing,2017-09-26,Donald4326,material average wearable would recommend anyone
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,1,Negative,Electronics,2022-08-12,Eric4188,stopped working week really disappointed would recommend anyone
"The plot was boring, and the writing was subpar.",4,Positive,Books,2019-06-03,Raymond5363,plot boring writing subpar
Fits perfectly and looks great!,2,Negative,Clothing,2021-10-15,Carrie4679,fits perfectly looks great
Terrible fit and poor quality fabric.,1,Negative,Clothing,2019-03-23,Jamie3583,terrible fit poor quality fabric
Terrible fit and poor quality fabric.,4,Positive,Clothing,2015-02-11,Sarah8762,terrible fit poor quality fabric
Terrible fit and poor quality fabric.,3,Neutral,Clothing,2021-02-07,Heidi2478,terrible fit poor quality fabric
Terrible fit and poor quality fabric. I would not recommend this to anyone.,3,Neutral,Clothing,2021-08-15,David6545,terrible fit poor quality fabric would recommend anyone
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,1,Negative,Books,2023-03-24,Richard2400,amazing read gripping story loved would definitely consider buying
Terrible fit and poor quality fabric.,3,Neutral,Clothing,2017-12-29,Julie4835,terrible fit poor quality fabric
It stopped working after a week. Really disappointed.,2,Negative,Electronics,2018-01-09,Paul8200,stopped working week really disappointed
The material is average but wearable. I would not recommend this to anyone.,2,Negative,Clothing,2019-01-21,Anthony5952,material average wearable would recommend anyone
